GWNO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,NOTES,FATALITIES,,
750,490,2455RTA,26-February-2017,2017,1,Riots/Protests,Protesters (India),AIJASS: All India Jat Aarakshan Sangharsh Samiti ,6,,,0,60,India,Haryana,Panipat ,Panipat ,Ugra Kheri,29.3696,77.0102,1,The Tribune,All India Jat Aarakshan Sangharsh Samiti observed a 'Black Day' on Sunday February 26 at its dharna spot at Umrakheri village near the Panipat-Shamli during its ongoing agitation for Jat quotas in central government jobs. A group of young protesters disrupted the rail traffic near the protest site. Day 30,0,,
750,469,2456RTA,27-February-2017,2017,1,Riots/Protests,Protesters (India),,6,,,0,60,India,Punjab,Fazilka,Fazilka,Abohar ,30.1569,74.2003,1,The Tribune,"Hundreds of protesters staged a protest and gheraoed the main hospital complex in Abohar on Monday, against the alleged negligence by the hospital staff which led to the death of a woman during delivery on February 20.",0,,
750,514,2457RTA,27-February-2017,2017,1,Riots/Protests,Protesters (India),Students (India),6,,,0,60,India,Gujarat,Ahmedabad,Ahmedabad,Ahmedabad,23.0257,72.5872,1,DNA,"Around 200 students of Gujarat Institute of Nursing Education and Research (GINER) took out a protest rally near the Civil Hospital in Asarwa locality of Ahmedabad city on Monday, seeking suspension of a lecturer following allegations of molestation.",0,,
750,287,2458RTA,27-February-2017,2017,1,Riots/Protests,Protesters (India),Teachers (India),6,,,0,60,India,Mizoram,Aizawl,Aizawl,Aizawl,23.7283,92.7169,1,UNI (United News of India),"Today, Hindi teachers in Mizoram employed under centrally sponsored scheme began an indefinite hunger strike. They were protesting their terms of employment.",0,,
750,523,2459RTA,27-February-2017,2017,1,Riots/Protests,Protesters (India),Indian National Congress,6,,,0,60,India,Rajasthan,Ajmer,Ajmer,Ajmer,26.4521,74.6386,1,Times of India (Electronic Edition),Congress workers staged a protest against privatisation of the electricity supply system of Ajmer at the main gate of Ajmer Vidhyut Vitran Nigam (AVVNL) on Monday.,0,,
750,512,2460RTA,27-February-2017,2017,1,Riots/Protests,Rioters (India),BJP: Bharatiya Janata Party,5,Police Forces of India,,1,15,India,Uttar Pradesh,Faizabad,Ayodhya ,Ayodhya ,26.7990,82.2047,1,UNI (United News of India),A poll-related incident of violence was reported from Ayodhya in Faizabad district on Monday during the fifth phase of polling in Uttar Pradesh state. 10 BJP supporters were arrested after they attacked the car of the SP candidate.,0,,
750,485,2461RTA,27-February-2017,2017,1,Riots/Protests,Protesters (India),Labour Group (India),6,,,0,60,India,Uttarakhand,Dehradun,Dehradun,Dehradun,30.3229,78.0316,1,The Tribune,"Bank employees held a protest against the Union Government in Dehradun on Monday, against the outsourcing of employees to the banking sector.",0,,
750,516,2462RTA,27-February-2017,2017,1,Riots/Protests,Protesters (India),Labour Group (India),6,Police Forces of India,,1,16,India,Gujarat,Gandhinagar,Gandhinagar,Gandhinagar,23.2166,72.6833,1,Mirror Publications,"More than 1,000 asha workers, anganwadi workers, 11-month contract workers and outsourced daily wage labourers, under the banner of Fight for Rights Group, staged a protest in Gandhinagar on Monday, demanding permanent government jobs. When the police detained them one of the protesters tried to jump off the Karai police station roof.",0,,
750,513,2463RTA,27-February-2017,2017,1,Riots/Protests,Rioters (India),,5,Police Forces of India,,1,15,India,Uttar Pradesh,Gonda,Gonda,Gonda,27.1318,81.9533,2,UNI (United News of India),In an incident of poll-related violence a youth damaged an EMV at Abhaipur Belsar booth under the Sadar seat in Gonda district on Monday during the fifth phase of polling in Uttar Pradesh state. He was arrested by the police and the EMV was changed.,0,,
750,511,2464RTA,27-February-2017,2017,1,Riots/Protests,Rioters (India),Samajwadi Party,5,Police Forces of India,,1,15,India,Uttar Pradesh,Basti,Harraiya ,Harraiya ,26.7949,82.4719,2,UNI (United News of India),A poll-related clash between SP and BJP supporters was reported near Dihrauli booth under Harriya Assembly constituency in Basti district on Monday during the fifth phase of polling in Uttar Pradesh state.,0,,
750,528,2465RTA,27-February-2017,2017,1,Riots/Protests,Protesters (India),Students (India),6,Police Forces of India,,1,16,India,Haryana,Hisar,Hisar,Hisar,29.1539,75.7229,1,Hindustan Times,"The Hisar police on Monday arrested around 10 students of the Jat community who marched to Matka Chowk in Hisar city on Monday as part of their protest program, demanding to change its name to Jat Saheed Chowk, in memory of Jats killed in the last year's violent quota stir.",0,,
750,292,2466RTA,27-February-2017,2017,1,Riots/Protests,Protesters (India),,6,,,0,60,India,Manipur,Imphal East,Imphal,Imphal,24.7908,93.9302,1,Imphal Free Press (India),"The Extra Judicial Execution Victim Family Association Manipur (EEVFAM) today burnt effigies of CM O Ibobi, retd DGP Y Joykumar and CO Ak Jhaljit at Majorkhul Lai Lampak demanding punishment of those involved in the infamous Sanjit fake encounter case.",0,,
750,293,2467RTA,27-February-2017,2017,1,Riots/Protests,Protesters (India),Students (India),6,Police Forces of India,,1,16,India,Manipur,Imphal East,Imphal,Imphal,24.7908,93.9302,1,Imphal Free Press (India),"Kangleipak Students Association (KSA) held a demonstration in front of the Governor's gate today. Later, police came and controlled the agitating students. ",0,,
750,133,2468RTA,27-February-2017,2017,1,Riots/Protests,Protesters (India),,6,,,0,60,India,Kerala,Pathanamthitta,Kavumbhagom,Kavumbhagom,9.4038,76.5458,1,United News of India,"Parents and friends of a Class 12th student, who committed suicide at Kavumbaghum after being harassed for taking a selfie with a girl student, organised a dharna at the school and demanded legal action against the school authorities.",0,,
750,468,2469RTA,27-February-2017,2017,1,Riots/Protests,Protesters (India),Dera Sacha Sauda Communal Group (India),6,,,0,60,India,Punjab,Ludhiana ,Khanna,Khanna,30.7054,76.2219,1,DNA,"Dera Sacha Sauda followers on Monday staged a massive protest in Khanna of Ludhiana district, demanding the arrest of the killers of two of its followers.",0,,
750,476,2470RTA,27-February-2017,2017,2,Riots/Protests,Protesters (India),Lawyers (India),6,,,0,60,India,Punjab,Ajitgarh,Kharar,Kharar,30.7463,76.6468,1,The Tribune,"Members of the Bar Association, Kharar, on Monday suspended their work and stage a dharna outside the gate of the courts. They were protesting against the decision of the Punjab and Haryana High Court of setting up family courts at the district level and transferring the cases with regard to family matters from sub-divisional courts to district-level courts.",0,,
750,297,2471RTA,27-February-2017,2017,1,Riots/Protests,Protesters (India),Students (India),6,,,0,60,India,West Bengal,Kolkata,Kolkata,Kolkata,22.5728,88.3747,1,The Times of India (TOI),"Agitated student leaders staged a gherao band sit-in-demonstration on Monday, alleging high handedness of the authorities and West Bengal Joint Entrance Examination Board.",0,,
750,470,2472RTA,27-February-2017,2017,1,Riots/Protests,Protesters (India),,6,,,0,60,India,Punjab,Moga,Nihal Singh Wala,Kussa,30.6214,75.3501,1,The Tribune,Residents of Kussa village in Nihalsinghwala sub-division of the Moga district on Monday protested and raised slogans against the local authorities of the power corporation over power disconnection.,0,,
750,519,2473RTA,27-February-2017,2017,1,Riots/Protests,Rioters (India),,5,,,0,50,India,Uttar Pradesh,Sultanpur,Lambhua ,Lambhua ,26.1380,82.2272,2,Times of India (Electronic Edition),An incident of poll-related violence was reported from Lambhua in Sultanpur on Monday during the fifth phase of polling in Uttar Pradesh state.,0,,
750,473,2474RTA,27-February-2017,2017,1,Riots/Protests,Protesters (India),Dera Sacha Sauda Communal Group (India),6,,,0,60,India,Punjab,Ludhiana ,,Nanakpur Jagera,30.6770,75.8565,1,The Tribune,"Followers of Dera Sacha Sauda blocked the road in front of Naam Charcha Ghar of Dera Sacha Sauda in Ludhiana district near Mandi Ahmedgarh, protesting against the authorities’ failure to arrest the killers of two dera followers.",0,,
750,132,2475RTA,27-February-2017,2017,1,Riots/Protests,Protesters (India),,6,,,0,60,India,Tamil Nadu,Pudukottai,Neduvasal,Neduvasal,10.3545,79.1313,1,United News of India,"Hundreds more converged on Neduvasal and sat with the protesters, who were continuing their agitation against hydrocarbon extraction. They argued that the proposed hydrocarbon extraction project would devastate the livelihood of people across the delta region.",0,,
750,481,2476RTA,27-February-2017,2017,1,Riots/Protests,Protesters (India),ABVP: Akhil Bharatiya Vidyarthi Parishad,6,,,0,60,India,Delhi,New Delhi,New Delhi,New Delhi,28.6357,77.2244,1,The Tribune,"ABVP students’ union along with Ramjas College students took out a Tiranga march  in North Delhi on Monday, protesting against some Left-leaning students allegedly supporting anti-national activities at Delhi University. ",0,,
750,482,2477RTA,27-February-2017,2017,1,Riots/Protests,Protesters (India),AISA:  All India Students Association,6,,,0,60,India,Delhi,New Delhi,New Delhi,New Delhi,28.6357,77.2244,1,The Tribune,All India Students Association (AISA) staged a protest against the violent clash at Ramjas College in Delhi on Monday.,0,,
750,483,2478RTA,27-February-2017,2017,1,Riots/Protests,Protesters (India),NSUI: National Students' Union of India,6,,,0,60,India,Delhi,New Delhi,New Delhi,New Delhi,28.6357,77.2244,1,The Tribune,Congress’ National Students Union of India (NSUI) staged a protest against the violent clash at Ramjas College in Delhi on Monday.,0,,
750,484,2479RTA,27-February-2017,2017,1,Riots/Protests,Protesters (India),Teachers (India),6,,,0,60,India,Delhi,New Delhi,New Delhi,New Delhi,28.6357,77.2244,1,The Tribune,"Rashtrawadi Shikshak Sangh, an RSS-affiliated teachers’ faction, staged a silent protest at the varsity’s Arts Faculty of Delhi University on Monday, demanding “check on abuse of freedom of speech and expression by the Left-groups”.",0,,
750,475,2480RTA,27-February-2017,2017,2,Riots/Protests,Protesters (India),Teachers (India),6,,,0,60,India,Punjab,Patiala ,Patiala ,Patiala,30.3362,76.3922,1,The Tribune,"Dozens of teachers gheraoed the office of the District Education Officer, Patiala, to protest against his alleged misbehaviour with teachers.",0,,
750,296,2481RTA,27-February-2017,2017,1,Riots/Protests,Protesters (India),Labour Group (India),6,,,0,60,India,Bihar,,,Patna,25.5966,85.1375,3,The Telegraph (India),The Bihar Police Service Association (BPSA) on Monday held a meeting protesting the suspension of Sonepur sub-divisional police officer Mohammed Ali Ansari.,0,,
750,290,2482RTA,27-February-2017,2017,1,Riots/Protests,Protesters (India),Students (India),6,,,0,60,India,Jharkhand,Ranchi,Ranchi,Ranchi,23.3450,85.3096,1,Hindustan Times,Hundreds of students on Monday staged a protest outside the Jharkhand Public Service Commission (JPSC) head office in Ranchi. They were alleging anomalies in the evaluation of the papers in prelims test of JPSC .,0,,
750,291,2483RTA,27-February-2017,2017,1,Riots/Protests,Rioters (India),,5,,,0,50,India,Manipur,Imphal East,Sambei,Sambei,24.9147,93.9941,1,Imphal Free Press (India),"Today, a group of people torched the vehicle of a flying squad team on election duty at Khundrakpam assembly constituency, Imphal East district. The incident took place at Sambei under Sagolmang police station, after a polling booth of Congress party was dismantled near Khundrakpam Laiharaoba Lampak by a rival group.",0,,
750,524,2484RTA,27-February-2017,2017,1,Riots/Protests,Protesters (India),Labour Group (India),6,Police Forces of India,,1,16,India,Gujarat,Surat,Surat,Surat,21.1959,72.8302,1,The Times of India (TOI),Police detained a few bank employees for holding a protest opposite Union Bank's branch in Nanpura locality of Surat city on Monday.,0,,
750,518,2485RTA,27-February-2017,2017,1,Riots/Protests,Rioters (India),,5,,,0,50,India,Uttar Pradesh,Gonda,Tarabganj ,Tarabganj ,26.9571,81.9891,2,Times of India (Electronic Edition),An incident of poll-related violence was reported from Tarabganj constituencies in Gonda district on Monday during the fifth phase of polling in Uttar Pradesh state.,0,,
750,517,2486RTA,27-February-2017,2017,1,Riots/Protests,Rioters (India),ABVP: Akhil Bharatiya Vidyarthi Parishad,5,Police Forces of India,Students (India),1,15,India,Gujarat,Vadodara ,Vadodara ,Vadodara ,22.2994,73.2081,1,Times of India (Electronic Edition),ABVP and a rival students group which had recently parted ways with Congress-backed National Students Union of India (NSUI) clashed on the campus of Maharaja Sayajirao University of Baroda (MSU) in Vadodara on Monday. The crowd dispersed only after police reached the spot to bring the situation under control.,0,,
750,134,2487RTA,27-February-2017,2017,1,Strategic development,CPI (Maoist): Communist Party of India (Maoist),,2,,,0,20,India,Maharashtra,Gadchiroli,Sironcha,Sironcha,18.8468,79.9638,1,United News of India,"Naxalites allegedly set ablaze a forest timber depot and blocked a road with logs in Sironcha tehsil, Gadchiroli district of Maharashtra.",0,,
750,515,2488RTA,27-February-2017,2017,1,Violence against civilians,Unidentified Armed Group (India),,3,Civilians (India),,7,37,India,Uttar Pradesh,Pratapgarh,Raniganj ,Raniganj ,25.8010,82.0384,2,Hindustan Times,"In an incident of poll-related violence, supporters of one local candidate attacked villagers who had voted for another candidate at Mattu Ka Purwa village under Raniganj constituency in Pratapgarh district on Monday during the fifth phase of polling in Uttar Pradesh state. The accused chopped off the nose of a woman and thrashed her husband and children. The injured were admitted to the district hospital.",0,,
750,299,2489RTA,27-February-2017,2017,1,Violence against civilians,Police Forces of India,BSF: Border Security Force,1,Civilians (India),,7,17,India,Tripura,Gomati,Udaipur,Udaipur,23.5369,91.4872,1,UNI (United News of India),"Four people sustained serious injuries while one had to be admitted to Gomati district hospital in Udaipur, as BSF jawans opened fire allegedly on a group of ostensibly innocent people.",0,,
750,471,2490RTA,28-February-2017,2017,1,Riots/Protests,Protesters (India),Students (India),6,,,0,60,India,Punjab,Ludhiana ,Ludhiana ,Ludhiana ,30.9120,75.8537,1,The Tribune,"Over 2,000 students of Guru Nanak Girls College on Tuesday staged a protest and blocked the chowk outside the college at Model Town in Ludhiana city, after the names of 50 students were struck off due to attendance shortage. ",0,,
750,529,2491RTA,28-February-2017,2017,1,Riots/Protests,Protesters (India),ABVP: Akhil Bharatiya Vidyarthi Parishad,6,,,0,60,India,Delhi,New Delhi,New Delhi,New Delhi,28.6357,77.2244,1,Hindustan Times,ABVP members  staged a counter protest against the massive demonstration by left-leaning student groups and teachers outside DUSU office on Tuesday.,0,,
750,530,2492RTA,28-February-2017,2017,1,Riots/Protests,Protesters (India),NSUI: National Students' Union of India,6,,,0,60,India,Delhi,New Delhi,New Delhi,New Delhi,28.6357,77.2244,1,Hindustan Times,"National Students Union of India (NSUI) held a sit-in protest outside Faculty of Arts od Delhi University on Tuesday, to protest the violent clash at Ramjas College on Wednesday.",0,,
750,531,2493RTA,28-February-2017,2017,1,Riots/Protests,Protesters (India),Labour Group (India),6,,,0,60,India,Delhi,New Delhi,New Delhi,New Delhi,28.6357,77.2244,1,Hindustan Times,"Karmachari union staged a protest outside the DU Executive Council meet venue in Delhi on Tuesday, demanding to resolve the pension issue.",0,,
750,137,2494RTA,28-February-2017,2017,1,Riots/Protests,Protesters (India),,6,,,0,60,India,Puducherry,Puducherry,Villianur,Villianur,11.9122,79.7561,1,United News of India,"As many as 102 volunteers of the ""Grama Padukappu Iyyakkam""(Village protection movement) were arrested when they picketed the office of the Deputy Collector at Villianur, Puducherry, against the failure of the administration to prevent illegal sand quarrying from the Sankarabharani river.
",0,,
750,288,2495RTA,28-February-2017,2017,1,Riots/Protests,Protesters (India),Labour Group (India),6,,,0,60,India,Tripura,,,Agartala,23.8330,91.2864,3,Asian News International (ANI),"Bank employees in Tripura were seen agitating in front of their branches United Forum of Bank Unions (UFBU), the umbrella organization of nine employees' unions and four officers' associations.",0,,
750,294,2496RTA,28-February-2017,2017,3,Riots/Protests,Protesters (India),,6,,,0,60,India,Jharkhand,Bokaro,Kolbendi,Kolbendi,23.5959,86.2288,1,The Pioneer (India),"Demanding hike in the incentive amount for construction of toilets under the Swachh Bharat mission, hundreds of people protested and stopped the BDO for inspection at Kolbendi village in Bokaro district.",0,,
750,298,2497RTA,28-February-2017,2017,1,Riots/Protests,Protesters (India),Labour Group (India),6,,,0,60,India,Bihar,,,Patna,25.5966,85.1375,3,UNI (United News of India),"The striking bank employees staged dharna and held demonstrations before bank branches, demanding payment of overtime and other employment conditions.",0,,
812,46,2498RTA,16-February-2017,2017,1,Battle-No change of territory,Military Forces of Laos,,1,Unidentified Armed Group (Laos),,3,13,Laos,Vientiane,,Nam Ken,Nam Ken,18.7958,102.4197,1,GOVPUB,A Lao soldier was killed and another was injured during a shooting on a bus traveling on Highway 13 North in Ventiane province. The cause for the attack was still being investigated.,1,,
775,29,2499RTA,06-February-2017,2017,2,Violence against civilians,Civilians (Myanmar),,7,Unidentified Armed Group (Myanmar),,3,37,Myanmar,Rakhine,Maungdaw,Gwasone,Maungdaw,20.8265,92.3660,2,Mizzima News,"A former village administration chief was found murdered in Gwasone village, Maungtaw Township, near a freshwater prawn pond. He had been stabbed.",1,,
775,52,2500RTA,11-February-2017,2017,1,Remote violence,Civilians (Myanmar),,7,Unidentified Armed Group (Myanmar),,3,37,Myanmar,Shan,Lashio,Mong Kyat,Lashio,22.9359,97.7498,2,Shan Herald Agency for News,A civilian died after stepping on a landmine in Mong Kyat tract in Lashio township. He was killed instantly.,1,,
775,28,2501RTA,12-February-2017,2017,1,Riots/Protests,Protesters (Myanmar),ANP: Arakan National Party,6,,,0,60,Myanmar,Rakhine,Sittwe,Sittwe,Sittwe,20.1462,92.8983,1,Democratic Voice of Burma,Members of the Arakan National Party staged a protest in Sittwe against an immigration official whom they allege granted Burmese citizenship to an ineligible Rohingya woman. They called for an official investigation into the incident.,0,,
775,51,2502RTA,16-February-2017,2017,1,Battle-No change of territory,AA: Arakan Army,,4,Military Forces of Myanmar,,1,14,Myanmar,Rakhine,Maungdaw,Buthidaung,Buthidaung,20.8753,92.5299,1,Democratic Voice of Burma,The Arakan Army reported clashing with the Burmese Government troops in an area north of the town of Buthidaung.,0,,
775,50,2503RTA,19-February-2017,2017,1,Battle-No change of territory,Military Forces of Myanmar,,1,Unidentified Armed Group (Myanmar),,3,13,Myanmar,Rakhine,Sittwe,Sittwe,Sittwe,20.1462,92.8983,3,Mizzima News,Two members of Myanmar's security forces were injured in a clash with militants in Rakhine State near the border with Bangladesh.,0,,
775,49,2504RTA,20-February-2017,2017,1,Riots/Protests,Protesters (Myanmar),,6,,,0,60,Myanmar,Mon,Mawlamyine,Mawlamyine,Mawlamyine,16.4905,97.6282,1,Democratic Voice of Burma,"Around a hundred supporters of Mon State Chief Minister Min Min Oo gathered outside the regional government office in Moulmein to urge him to reconsider his resignation, which he announced on 18 February.",0,,
775,48,2505RTA,21-February-2017,2017,1,Riots/Protests,Protesters (Myanmar),,6,,,0,60,Myanmar,Sagaing,Yinmabin,Salingyi,Salingyi,21.9650,95.0306,1,Mizzima News,Protesters blocked a road in northwestern Sagaing region to protest against a Chinese company operating a controversial copper mine there. The protesters demanded that the company give them the acres of land they were supposed to receive according to the recommendations of a parliamentary commission.,0,,
775,55,2506RTA,23-February-2017,2017,1,Riots/Protests,Protesters (Myanmar),,6,,,0,60,Myanmar,Mandalay,Mandalay,Mandalay,Mandalay,21.9747,96.0835,1,The Nation,"An extremist Buddhist monk led a rally in Mandalay to support the Dhammakaya Temple in Thailand, which is in a battle with Thai authorities over an ongoing hunt for a monk.",0,,
775,56,2507RTA,24-February-2017,2017,1,Riots/Protests,Protesters (Myanmar),,6,,,0,60,Myanmar,Yangon,Yangon,Yangon,Yangon,16.8052,96.1561,1,The Nation,"More than 100 protesters gathered outside the Thai embassy in Yangon to support the Dhammakaya Temple in Thailand, which is in a battle with Thai authorities over an ongoing hunt for a monk.",0,,
790,301,2508RTA,01-February-2017,2017,1,Riots/Protests,Protesters (Nepal),Labour Group (Nepal),6,,,0,60,Nepal,East,Mechi,Jhapa,Chandragadhi,26.5836,88.0608,2,Himalayan Times,"VDC secretaries started a protest in all the VDC offices of Jhapa district from today. Chairman Sudarsan Baral of VDC Secretary Welfare Protection Centre Nepal, along with 33 VDC secretaries of the district, also staged a sit-in protest at the District Development Committee Office, Jhapa, today",0,,
790,322,2509RTA,01-February-2017,2017,2,Riots/Protests,Protesters (Nepal),,6,,,0,60,Nepal,Mid West,Karnali,Jumla,Jumla,29.2752,82.1833,1,My Republica,"Last week, women of the village also participated in a protest against the border delineation at the district headquarters, Khalanga. They took to the streets claiming that the government tweaked the border of their wards without consulting with the locals.",0,,
790,302,2510RTA,01-February-2017,2017,1,Riots/Protests,Protesters (Nepal),Teachers (Nepal),6,,,0,60,Nepal,Central,Bagmati,Kathmandu,Kathmandu,27.7183,85.3239,1,EKantipur.com,Temporary teachers went on a relay hunger strike in front of the Nepal Teachers Federation Office in Kesharmahal on Wednesday. They were claiming that the association failed to address their demands of a permanent status as agreed in the previous agreements.,0,,
790,313,2511RTA,01-February-2017,2017,1,Riots/Protests,Protesters (Nepal),,6,,,0,60,Nepal,Central,Bagmati,Kathmandu,Kathmandu,27.7183,85.3239,1,Himalayan Times,"The VDC secretaries, who had been staging protests for the past six days, called off all their protest programmes and returned to work. [Day 1]",0,,
790,312,2512RTA,02-February-2017,2017,1,Riots/Protests,Protesters (Nepal),,6,,,0,60,Nepal,Central,Bagmati,Kathmandu,Kathmandu,27.7183,85.3239,1,Himalayan Times,"The VDC secretaries, who had been staging protests for the past six days, called off all their protest programmes and returned to work. [Day 2]",0,,
790,303,2513RTA,03-February-2017,2017,1,Riots/Protests,Protesters (Nepal),Students (Nepal),6,,,0,60,Nepal,Central,Bagmati,Kathmandu,Kathmandu,27.7183,85.3239,1,EKantipur.com,Students of Kathmandu University held a symbolic protest against the ongoing strike of the All Nepal Free Students Union. The ANNFSU has padlocked the university's central and administrative buildings demanding election of the Student Welfare Council,0,,
790,311,2514RTA,03-February-2017,2017,1,Riots/Protests,Protesters (Nepal),,6,,,0,60,Nepal,Central,Bagmati,Kathmandu,Kathmandu,27.7183,85.3239,1,Himalayan Times,"The VDC secretaries, who had been staging protests for the past six days, called off all their protest programmes and returned to work. [Day 3]",0,,
790,323,2515RTA,03-February-2017,2017,1,Riots/Protests,Protesters (Nepal),Labour Group (Nepal),6,,,0,60,Nepal,West,Lumbini,Rupandehi,Lumbini Sanskritik,27.5046,83.2702,1,EKantipur.com,"The daily wage and contract workers at the Lumbini Development Trust (LDT) are staging a protest, putting forward various demands. The disgruntled workers have been staging a sit-in protest in front of the office since Friday. [Day 1]",0,,
790,306,2516RTA,04-February-2017,2017,1,Riots/Protests,Rioters (Nepal),,5,,,0,50,Nepal,Central,Narayani,Parsa,Birganj,27.0468,84.8675,1,My Republica,"After a newborn disappeared from a hospital, the family members of the newborn staged protests. They had burnt a tyre in front of the hospital on Saturday.",0,,
790,304,2517RTA,04-February-2017,2017,1,Riots/Protests,Protesters (Nepal),,6,,,0,60,Nepal,Central,Bagmati,Kathmandu,Kathmandu,27.7183,85.3239,1,EKantipur.com,"Animal rights activists on Saturday protested against the government's decision to allow wildlife farming and commercialisation of the wildlife products. Organisations including the Jane Goodall Institute and Humane Society International, participated in a protest rally.",0,,
790,310,2518RTA,04-February-2017,2017,1,Riots/Protests,Protesters (Nepal),,6,,,0,60,Nepal,Central,Bagmati,Kathmandu,Kathmandu,27.7183,85.3239,1,Himalayan Times,"The VDC secretaries, who had been staging protests for the past six days, called off all their protest programmes and returned to work. [Day 4]",0,,
790,324,2519RTA,04-February-2017,2017,1,Riots/Protests,Protesters (Nepal),Labour Group (Nepal),6,,,0,60,Nepal,West,Lumbini,Rupandehi,Lumbini Sanskritik,27.5046,83.2702,1,EKantipur.com,"The daily wage and contract workers at the Lumbini Development Trust (LDT) are staging a protest, putting forward various demands. The disgruntled workers have been staging a sit-in protest in front of the office since Friday. [Day 2]",0,,
790,305,2520RTA,05-February-2017,2017,1,Riots/Protests,Protesters (Nepal),NSU: Nepal Students' Union,6,,,0,60,Nepal,Mid West,Rapti,Dang,Ghorahi,28.0579,82.4942,1,My Republica,"Nepal Student Union (NSU) decided to padlock Mahendra Multiple College, Ghorahi, on Sunday, after the campus announced the closing of students' admission without informing it.",0,,
790,309,2521RTA,05-February-2017,2017,1,Riots/Protests,Protesters (Nepal),,6,,,0,60,Nepal,Central,Bagmati,Kathmandu,Kathmandu,27.7183,85.3239,1,Himalayan Times,"The VDC secretaries, who had been staging protests for the past six days, called off all their protest programmes and returned to work. [Day 5]",0,,
790,325,2522RTA,05-February-2017,2017,1,Riots/Protests,Protesters (Nepal),Labour Group (Nepal),6,,,0,60,Nepal,West,Lumbini,Rupandehi,Lumbini Sanskritik,27.5046,83.2702,1,EKantipur.com,"The daily wage and contract workers at the Lumbini Development Trust (LDT) are staging a protest, putting forward various demands. The disgruntled workers have been staging a sit-in protest in front of the office since Friday. [Day 3]",0,,
790,307,2523RTA,06-February-2017,2017,1,Riots/Protests,Protesters (Nepal),Lawyers (Nepal),6,,,0,60,Nepal,Central,Narayani,Parsa,Birganj,27.0468,84.8675,2,EKantipur.com,"Lawyers from all eight districts in Province 2 staged sit-in protests outside the courthouses, denouncing the judge appointments in high courts on Monday.",0,,
790,308,2524RTA,06-February-2017,2017,1,Riots/Protests,Protesters (Nepal),,6,,,0,60,Nepal,Central,Bagmati,Kathmandu,Kathmandu,27.7183,85.3239,1,Himalayan Times,"The VDC secretaries, who had been staging protests for the past six days, called off all their protest programmes and returned to work. [Day 6]",0,,
790,326,2525RTA,06-February-2017,2017,1,Riots/Protests,Protesters (Nepal),Labour Group (Nepal),6,,,0,60,Nepal,West,Lumbini,Rupandehi,Lumbini Sanskritik,27.5046,83.2702,1,EKantipur.com,"The daily wage and contract workers at the Lumbini Development Trust (LDT) are staging a protest, putting forward various demands. The disgruntled workers have been staging a sit-in protest in front of the office since Friday. [Day 4]",0,,
790,327,2526RTA,07-February-2017,2017,1,Riots/Protests,Protesters (Nepal),Labour Group (Nepal),6,,,0,60,Nepal,West,Lumbini,Rupandehi,Lumbini Sanskritik,27.5046,83.2702,1,EKantipur.com,"The daily wage and contract workers at the Lumbini Development Trust (LDT) are staging a protest, putting forward various demands. The disgruntled workers have been staging a sit-in protest in front of the office since Friday. [Day 5]",0,,
790,332,2527RTA,07-February-2017,2017,1,Riots/Protests,Protesters (Nepal),,6,,,0,60,Nepal,Mid West,Rapti,Rukum,Musikot,28.6302,82.4903,1,EKantipur.com,People of Taksera VDC in Rukum district had been protesting at the district headquarters since Tuesday against the rejection of their demand for making their VDC the centre of the proposed Puthauttarganga Village Council. They called off their protests on Thursday. [Day 1],0,,
790,315,2528RTA,08-February-2017,2017,1,Riots/Protests,Protesters (Nepal),,6,,,0,60,Nepal,East,Koshi,Morang,Biratnagar,26.4543,87.2752,1,Himalayan Times,"Peaceful protest rallies were staged today in Biratnagar's Bakhari, Ikrai, Materwa, Katahari, Rangeli, Dainiya and Buddhanagar areas.",0,,
790,320,2529RTA,08-February-2017,2017,1,Riots/Protests,Protesters (Nepal),,6,,,0,60,Nepal,East,Koshi,Morang,Dainiya,26.4401,87.5529,1,Himalayan Times,"Peaceful protest rallies were staged today in Biratnagar's Bakhari, Ikrai, Materwa, Katahari, Rangeli, Dainiya and Buddhanagar areas.",0,,
790,318,2530RTA,08-February-2017,2017,1,Riots/Protests,Protesters (Nepal),,6,,,0,60,Nepal,East,Koshi,Morang,Katahari,26.4708,87.3148,1,Himalayan Times,"Peaceful protest rallies were staged today in Biratnagar's Bakhari, Ikrai, Materwa, Katahari, Rangeli, Dainiya and Buddhanagar areas.",0,,
790,314,2531RTA,08-February-2017,2017,1,Riots/Protests,Protesters (Nepal),,6,,,0,60,Nepal,Central,Bagmati,Kathmandu,Kathmandu,27.7183,85.3239,1,EKantipur.com,Locals from Sankhu in the Capital protested against the authority's decision to merge Shankharapur municipality to Kageshwor-Manohara municipality on Wednesday.,0,,
790,328,2532RTA,08-February-2017,2017,1,Riots/Protests,Protesters (Nepal),Labour Group (Nepal),6,,,0,60,Nepal,West,Lumbini,Rupandehi,Lumbini Sanskritik,27.5046,83.2702,1,EKantipur.com,"The daily wage and contract workers at the Lumbini Development Trust (LDT) are staging a protest, putting forward various demands. The disgruntled workers have been staging a sit-in protest in front of the office since Friday. [Day 6]",0,,
