"country","item","element","Unit","Date","Value"
"Pakistan","Seed cotton","Producer Price (US $/tonne)","US $/tonne","2005",159.618687
"Pakistan","Seed cotton","Producer Price (US $/tonne)","US $/tonne","2006",165.937094
"Pakistan","Seed cotton","Producer Price (US $/tonne)","US $/tonne","2007",181.106273
"Pakistan","Seed cotton","Producer Price (US $/tonne)","US $/tonne","2008",173.275764
"Pakistan","Seed cotton","Producer Price (US $/tonne)","US $/tonne","2009",212.96523
"Pakistan","Seed cotton","Producer Price (US $/tonne)","US $/tonne","2010",263.974645
"Pakistan","Sesame seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2005",38000
"Pakistan","Sesame seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2006",40000
"Pakistan","Sesame seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2007",41000
"Pakistan","Sesame seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2008",44000
"Pakistan","Sesame seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2009",49413
"Pakistan","Sesame seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010",52313
"Pakistan","Sesame seed","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2005",38000
"Pakistan","Sesame seed","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2006",40000
"Pakistan","Sesame seed","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2007",41000
"Pakistan","Sesame seed","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2008",44000
"Pakistan","Sesame seed","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2009",49413
"Pakistan","Sesame seed","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2010",52313
"Pakistan","Sesame seed","Producer Price (US $/tonne)","US $/tonne","2005",638.474749
"Pakistan","Sesame seed","Producer Price (US $/tonne)","US $/tonne","2006",663.748375
"Pakistan","Sesame seed","Producer Price (US $/tonne)","US $/tonne","2007",675.032472
"Pakistan","Sesame seed","Producer Price (US $/tonne)","US $/tonne","2008",624.928985
"Pakistan","Sesame seed","Producer Price (US $/tonne)","US $/tonne","2009",604.958374
"Pakistan","Sesame seed","Producer Price (US $/tonne)","US $/tonne","2010",614.074422
"Pakistan","Sorghum","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2005",10000
"Pakistan","Sorghum","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2006",14300
"Pakistan","Sorghum","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2007",17300
"Pakistan","Sorghum","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2008",22000
"Pakistan","Sorghum","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2009",25300
"Pakistan","Sorghum","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010",27500
"Pakistan","Sorghum","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2005",10000
"Pakistan","Sorghum","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2006",14300
"Pakistan","Sorghum","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2007",17300
"Pakistan","Sorghum","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2008",22000
"Pakistan","Sorghum","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2009",25300
"Pakistan","Sorghum","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2010",27500
"Pakistan","Sorghum","Producer Price (US $/tonne)","US $/tonne","2005",168.019671
"Pakistan","Sorghum","Producer Price (US $/tonne)","US $/tonne","2006",237.290044
"Pakistan","Sorghum","Producer Price (US $/tonne)","US $/tonne","2007",284.830775
"Pakistan","Sorghum","Producer Price (US $/tonne)","US $/tonne","2008",312.464493
"Pakistan","Sorghum","Producer Price (US $/tonne)","US $/tonne","2009",309.745348
"Pakistan","Sorghum","Producer Price (US $/tonne)","US $/tonne","2010",322.807841
"Pakistan","Soybeans","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2005",20000
"Pakistan","Soybeans","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2006",24000
"Pakistan","Soybeans","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2007",25500
"Pakistan","Soybeans","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2008",26000
"Pakistan","Soybeans","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2009",32060
"Pakistan","Soybeans","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010",35430
"Pakistan","Soybeans","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2005",20000
"Pakistan","Soybeans","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2006",24000
"Pakistan","Soybeans","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2007",25500
"Pakistan","Soybeans","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2008",26000
"Pakistan","Soybeans","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2009",32060
"Pakistan","Soybeans","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2010",35430
"Pakistan","Soybeans","Producer Price (US $/tonne)","US $/tonne","2005",336.039342
"Pakistan","Soybeans","Producer Price (US $/tonne)","US $/tonne","2006",398.249025
"Pakistan","Soybeans","Producer Price (US $/tonne)","US $/tonne","2007",419.837269
"Pakistan","Soybeans","Producer Price (US $/tonne)","US $/tonne","2008",369.276219
"Pakistan","Soybeans","Producer Price (US $/tonne)","US $/tonne","2009",392.507346
"Pakistan","Soybeans","Producer Price (US $/tonne)","US $/tonne","2010",415.893884
"Pakistan","Sunflower seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2005",19510
"Pakistan","Sunflower seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2006",20000
"Pakistan","Sunflower seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2007",21000
"Pakistan","Sunflower seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2008",25000
"Pakistan","Sunflower seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2009",33000
"Pakistan","Sunflower seed","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010",38800
"Pakistan","Sunflower seed","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2005",19510
"Pakistan","Sunflower seed","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2006",20000
"Pakistan","Sunflower seed","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2007",21000
"Pakistan","Sunflower seed","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2008",25000
"Pakistan","Sunflower seed","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2009",33000
"Pakistan","Sunflower seed","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2010",38800
"Pakistan","Sunflower seed","Producer Price (US $/tonne)","US $/tonne","2005",327.806378
"Pakistan","Sunflower seed","Producer Price (US $/tonne)","US $/tonne","2006",331.874188
"Pakistan","Sunflower seed","Producer Price (US $/tonne)","US $/tonne","2007",345.74834
"Pakistan","Sunflower seed","Producer Price (US $/tonne)","US $/tonne","2008",355.073287
"Pakistan","Sunflower seed","Producer Price (US $/tonne)","US $/tonne","2009",404.015671
"Pakistan","Sunflower seed","Producer Price (US $/tonne)","US $/tonne","2010",455.452518
"Pakistan","Walnuts, with shell","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2005",44000
"Pakistan","Walnuts, with shell","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2006",48000
"Pakistan","Walnuts, with shell","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2007",52000
"Pakistan","Walnuts, with shell","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2008",60000
"Pakistan","Walnuts, with shell","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2009",120000
"Pakistan","Walnuts, with shell","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010",150000
"Pakistan","Walnuts, with shell","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2005",44000
"Pakistan","Walnuts, with shell","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2006",48000
"Pakistan","Walnuts, with shell","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2007",52000
"Pakistan","Walnuts, with shell","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2008",60000
"Pakistan","Walnuts, with shell","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2009",120000
"Pakistan","Walnuts, with shell","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2010",150000
"Pakistan","Walnuts, with shell","Producer Price (US $/tonne)","US $/tonne","2005",739.286552
"Pakistan","Walnuts, with shell","Producer Price (US $/tonne)","US $/tonne","2006",796.49805
"Pakistan","Walnuts, with shell","Producer Price (US $/tonne)","US $/tonne","2007",856.138745
"Pakistan","Walnuts, with shell","Producer Price (US $/tonne)","US $/tonne","2008",852.175889
"Pakistan","Walnuts, with shell","Producer Price (US $/tonne)","US $/tonne","2009",1469.147894
"Pakistan","Walnuts, with shell","Producer Price (US $/tonne)","US $/tonne","2010",1760.770043
"Pakistan","Wheat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2005",11126
"Pakistan","Wheat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2006",10750
"Pakistan","Wheat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2007",10840
"Pakistan","Wheat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2008",11390
"Pakistan","Wheat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2009",24391
"Pakistan","Wheat","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010",25100
"Pakistan","Wheat","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2005",11126
"Pakistan","Wheat","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2006",10750
"Pakistan","Wheat","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2007",10840
"Pakistan","Wheat","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2008",11390
"Pakistan","Wheat","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2009",24391
"Pakistan","Wheat","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2010",25100
"Pakistan","Wheat","Producer Price (US $/tonne)","US $/tonne","2005",186.938686
"Pakistan","Wheat","Producer Price (US $/tonne)","US $/tonne","2006",178.382376
"Pakistan","Wheat","Producer Price (US $/tonne)","US $/tonne","2007",178.472
"Pakistan","Wheat","Producer Price (US $/tonne)","US $/tonne","2008",161.77139
"Pakistan","Wheat","Producer Price (US $/tonne)","US $/tonne","2009",298.616552
"Pakistan","Wheat","Producer Price (US $/tonne)","US $/tonne","2010",294.635521
"Sri Lanka","Areca nuts","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014",108482.9
"Sri Lanka","Areca nuts","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M1",88392
"Sri Lanka","Areca nuts","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M2",83593
"Sri Lanka","Areca nuts","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M3",94287
"Sri Lanka","Areca nuts","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M4",102911
"Sri Lanka","Areca nuts","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M5",131505
"Sri Lanka","Areca nuts","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M6",121520
"Sri Lanka","Areca nuts","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M7",114172
"Sri Lanka","Areca nuts","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M8",99174
"Sri Lanka","Areca nuts","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M9",111092
"Sri Lanka","Areca nuts","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M10",110164
"Sri Lanka","Areca nuts","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M11",125249
"Sri Lanka","Areca nuts","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M12",119737
"Sri Lanka","Areca nuts","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2015",145517.2
"Sri Lanka","Areca nuts","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2014",108482.9
"Sri Lanka","Areca nuts","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2015",145517.2
"Sri Lanka","Areca nuts","Producer Price (US $/tonne)","US $/tonne","2014",830.9
"Sri Lanka","Areca nuts","Producer Price (US $/tonne)","US $/tonne","2015",1071.1
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2005",38390
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2006",46300
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2007",47330
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2008",61210
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2009",54130
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010",69660
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M1",65219
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M2",55691
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M3",57596
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M4",69081
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M5",82017
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M6",77389
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M7",67792
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M8",64978
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M9",62852
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M10",76031
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M11",77004
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M12",80306
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011",86330
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M1",97170
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M2",138380
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M3",138400
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M4",57450
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M5",52670
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M6",63850
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M7",70710
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M8",78360
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M9",58210
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M10",66070
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M11",115850
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M12",98890
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012",66070
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M1",62379
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M2",53825
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M3",43772
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M4",46492
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M5",63584
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M6",78989
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M7",71894
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M8",64145
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M9",59253
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M10",79746
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M11",107555
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M12",61175
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013",74534.9
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M1",107649
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M2",73248
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M3",78311
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M4",48605
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M5",64657
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M7",73389
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M8",85128
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M9",75244
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M10",70295
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M11",73139
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M12",70219
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014",79888.1
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M1",57956
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M2",52488
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M3",53989
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M4",63205
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M5",84703
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M6",97322
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M7",81874
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M8",73654
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M9",71609
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M10",104891
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M11",92973
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M12",123994
"Sri Lanka","Beans, green","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2015",120947
"Sri Lanka","Beans, green","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2005",38390
"Sri Lanka","Beans, green","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2006",46300
"Sri Lanka","Beans, green","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2007",47330
"Sri Lanka","Beans, green","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2008",61210
"Sri Lanka","Beans, green","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2009",54130
"Sri Lanka","Beans, green","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2010",69660
"Sri Lanka","Beans, green","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2011",86330
"Sri Lanka","Beans, green","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2012",66070
"Sri Lanka","Beans, green","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2013",74534.9
"Sri Lanka","Beans, green","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2014",79888.1
"Sri Lanka","Beans, green","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2015",120947
"Sri Lanka","Beans, green","Producer Price (US $/tonne)","US $/tonne","2005",382.019242
"Sri Lanka","Beans, green","Producer Price (US $/tonne)","US $/tonne","2006",445.760996
"Sri Lanka","Beans, green","Producer Price (US $/tonne)","US $/tonne","2007",427.924709
"Sri Lanka","Beans, green","Producer Price (US $/tonne)","US $/tonne","2008",565.011908
"Sri Lanka","Beans, green","Producer Price (US $/tonne)","US $/tonne","2009",470.941361
"Sri Lanka","Beans, green","Producer Price (US $/tonne)","US $/tonne","2010",616.187528
"Sri Lanka","Beans, green","Producer Price (US $/tonne)","US $/tonne","2011",780.8
"Sri Lanka","Beans, green","Producer Price (US $/tonne)","US $/tonne","2012",517.8
"Sri Lanka","Beans, green","Producer Price (US $/tonne)","US $/tonne","2013",577.5
"Sri Lanka","Beans, green","Producer Price (US $/tonne)","US $/tonne","2014",611.9
"Sri Lanka","Beans, green","Producer Price (US $/tonne)","US $/tonne","2015",890.3
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2005",27470
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2006",25350
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2007",29040
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2008",35960
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2009",32480
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010",36770
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M1",44272
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M2",36085
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M3",34564
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M4",28002
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M5",25878
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M6",50692
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M7",34829
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M8",40711
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M9",39518
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M10",33152
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M11",33336
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010M12",40171
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011",43120
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M1",48920
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M2",58760
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M3",61990
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M4",64370
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M5",49580
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M6",40430
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M7",32930
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M8",25220
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M9",24730
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M10",20820
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M11",30840
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M12",58830
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012",38440
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M1",39938
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M2",31726
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M3",20674
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M4",18281
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M5",30327
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M6",38907
"Sri Lanka","Cabbages and other brassicas","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M7",40169
