age,sex,goo,coo,doa,famsize,bro,sis,sib,po,ind,ref,rei,res,dis,gov,cit,hfd,ffd,ad1,ad2,ad3,ad4,ad5,adp,a1,a2,a3,d1,d2,d3,p1,p2,p3,p4,p5,p6
,female,Syria,,,10,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,female,Syria,,,12,,,,,,0,1,0,,,Sweileh,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
,female,Syria,,,12,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
,female,Syria,,,10,,,,,,0,1,0,,,Sweileh,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,female,Syria,,,7,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
,female,Syria,,,8,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
,female,Syria,,,9,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
,female,Syria,,,10,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,female,Syria,,,10,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
,female,Syria,,,8,,,,,,0,1,0,,,Sweileh,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
,male,Syria,,,5,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,male,Syria,,,5,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
,male,Syria,,,7,,,,,,0,1,0,,,Sweileh,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,male,Syria,,,8,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,male,Syria,,,8,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,1,0,0,-1,0,0,0,0,0,0,1,0,0,0,1
,male,Syria,,,6,,,,,,0,1,0,,,Sweileh,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
,male,Syria,,,8,,,,,,0,1,0,,,Sweileh,1,1,1,1,0,1,1,0,-1,0,1,0,0,0,1,1,0,0,0,0
,male,Syria,,,8,,,,,,0,1,0,,,Sweileh,1,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,1
,male,Syria,,,9,,,,,,0,1,0,,,Sweileh,1,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
,male,Syria,,,9,,,,,,0,1,0,,,Sweileh,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
,male,Syria,,,12,,,,,,0,1,0,,,Sweileh,1,1,1,0,0,0,1,1,-1,0,0,0,0,0,1,0,0,0,0,0
,male,Syria,,,5,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0
,male,Syria,,,9,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
6,female,,,,,,,,,,0,1,0,,,Sweileh,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,female,,,,,,,,,,0,1,0,,,Sweileh,1,1,1,0,0,0,0,1,-1,0,1,0,0,0,1,0,0,0,0,0
6,female,,,,,,,,,,0,1,0,,,Sweileh,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
6,female,,,,7,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,1,-1,0,1,0,0,0,0,0,0,0,0,0
6,female,,,,7,,,,,,0,1,0,,,Sweileh,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,female,,,,5,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,0,-1,0,0,1,0,0,1,0,1,0,0,0
7,female,,,,8,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
8,female,,,,5,,,,,,0,1,0,,,Sweileh,1,1,0,1,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0
8,female,,,,7,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,female,,,,7,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,1,-1,0,0,1,0,0,0,1,0,0,0,0
8,female,,,,8,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,1,-1,-1,0,0,0,1,0,0,0,0,0,0
8,female,,,,10,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0
8,female,,,,6,,,,,,0,1,0,,,Sweileh,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0
11,female,,,,11,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
,female,,,,8,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
,female,,,,9,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
,female,,,,,,,,,,0,1,0,,,Sweileh,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,female,,,,4,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0
,female,,,,5,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
,female,,,,6,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
,female,,,,6,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,1,0
,female,,,,7,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
,female,,,,7,,,,,,0,1,0,,,Sweileh,1,1,1,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,0
,female,,,,9,,,,,,0,1,0,,,Sweileh,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
,female,,,,12,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,female,,,,4,,,,,,0,1,0,,,Sweileh,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
,female,,,,4,,,,,,0,1,0,,,Sweileh,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,female,,,,6,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0
,female,,,,6,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0
,female,,,,6,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,1,-1,0,1,0,0,1,0,1,0,0,0,0
,female,,,,6,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,female,,,,7,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,1,0,-1,0,0,0,1,0,0,0,0,0,0
,female,,,,7,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
,female,,,,4,,,,,,0,1,0,,,Sweileh,1,1,1,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,0
,female,,,,6,,,,,,0,1,0,,,Sweileh,1,1,1,0,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0
,female,,,,6,,,,,,0,1,0,,,Sweileh,1,1,1,0,0,0,0,1,-1,0,1,0,0,1,1,0,0,0,0,0
,female,,,,7,,,,,,0,1,0,,,Sweileh,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,female,,,,7,,,,,,0,1,0,,,Sweileh,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,female,,,,8,,,,,,0,1,0,,,Sweileh,1,1,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
6,male,,,,,,,,,,0,1,0,,,Sweileh,1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
6,male,,,,,,,,,,0,1,0,,,Sweileh,1,1,1,1,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0
6,male,,,,,,,,,,0,1,0,,,Sweileh,1,1,1,0,0,0,0,1,-1,0,0,1,0,0,1,0,0,0,0,0
6,male,,,,,,,,,,0,1,0,,,Sweileh,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,male,,,,,,,,,,0,1,0,,,Sweileh,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,male,,,,5,,,,,,0,1,0,,,Sweileh,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0
6,male,,,,6,,,,,,0,1,0,,,Sweileh,1,1,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
7,male,,,,5,,,,,,0,1,0,,,Sweileh,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,male,,,,6,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,0,-1,0,0,1,0,0,1,0,0,0,0,0
7,male,,,,8,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,1,1,0,-1,0,0,0,0,0,1,0,0,0,0,0
7,male,,,,8,,,,,,0,1,0,,,Sweileh,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0
7,male,,,,6,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8,male,,,,,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
8,male,,,,8,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0
8,male,,,,10,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,1
8,male,,,,12,,,,,,0,1,0,,,Sweileh,1,1,1,0,0,0,0,1,-1,0,1,0,0,0,1,0,0,0,0,0
8,male,,,,4,,,,,,0,1,0,,,Sweileh,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8,male,,,,8,,,,,,0,1,0,,,Sweileh,1,1,1,0,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0
,male,,,,3,,,,,,0,1,0,,,Sweileh,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0
,male,,,,7,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,1,-1,0,1,0,0,0,0,1,1,0,0,0
,male,,,,8,,,,,,0,1,0,,,Sweileh,1,1,1,0,0,0,1,1,-1,0,0,0,0,0,1,0,0,0,0,0
,male,,,,6,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0
,male,,,,6,,,,,,0,1,0,,,Sweileh,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
,male,,,,12,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
,male,,,,12,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
,male,,,,6,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
,male,,,,7,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,1,0,0
,male,,,,7,,,,,,0,1,0,,,Sweileh,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
,male,,,,8,,,,,,0,1,0,,,Sweileh,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,male,,,,9,,,,,,0,1,0,,,Sweileh,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,male,,,,5,,,,,,0,1,0,,,Sweileh,1,1,1,0,1,0,0,1,0,-1,1,0,0,0,1,0,0,0,0,0
,male,,,,6,,,,,,0,1,0,,,Sweileh,1,1,1,0,0,0,0,1,-1,0,1,0,0,0,0,0,0,0,0,0
,male,,,,7,,,,,,0,1,0,,,Sweileh,1,1,1,0,1,0,0,1,0,-1,1,0,0,0,1,0,0,0,0,0
,male,,,,8,,,,,,0,1,0,,,Sweileh,1,1,1,0,0,0,0,1,-1,0,1,0,0,0,0,0,0,0,0,0
,male,,,,9,,,,,,0,1,0,,,Sweileh,1,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
9,female,Aleppo,,,8,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
11,female,Aleppo,,,16,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
11,female,Aleppo,,,8,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,0,0,0,0
13,female,Aleppo,,,6,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
13,female,Aleppo,,,8,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,female,Aleppo,,,13,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
8,female,Jordan,,,7,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,female,Jordan,,,4,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,0,0,1,-1,0,0,0,0,1,0,1,0,0,0,0
9,female,Jordan,,,5,,,,,,0,1,0,,,Wadi Al Sair,1,0,0,0,0,0,0,1,-1,0,0,0,1,0,1,0,0,0,0,0
12,female,Jordan,,,4,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,1,1,1,-1,0,1,0,0,0,0,1,0,0,0,0
4,male,Jordan,,,5,,,,,,0,1,0,,,Wadi Al Sair,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
12,male,Jordan,,,10,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
5,female,Syria,,,8,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0
6,female,Syria,,,7,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,female,Syria,,,6,,,,,,0,1,0,,,Wadi Al Sair,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0
6,female,Syria,,,7,,,,,,0,1,0,,,Wadi Al Sair,1,1,1,0,0,0,0,1,-1,0,0,1,0,1,1,0,0,0,0,0
6,female,Syria,,,8,,,,,,0,1,0,,,Wadi Al Sair,1,1,1,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,0
7,female,Syria,,,6,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
7,female,Syria,,,7,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
8,female,Syria,,,8,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9,female,Syria,,,6,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0
9,female,Syria,,,8,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,female,Syria,,,9,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
9,female,Syria,,,10,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
9,female,Syria,,,4,,,,,,0,1,0,,,Wadi Al Sair,1,1,1,0,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0
10,female,Syria,,,7,,,,,,0,1,0,,,Wadi Al Sair,1,0,0,0,0,1,1,0,-1,0,0,0,1,0,1,0,0,0,0,0
10,female,Syria,,,8,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
10,female,Syria,,,10,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
10,female,Syria,,,13,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,1,1,0,-1,0,0,1,0,0,0,0,0,0,0,0
10,female,Syria,,,8,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
10,female,Syria,,,9,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,0,0,0,-1,-1,0,1,0,0,0,1,1,0,0,0
11,female,Syria,,,8,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,female,Syria,,,10,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
12,female,Syria,,,8,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
12,female,Syria,,,8,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0
13,female,Syria,,,11,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14,female,Syria,,,10,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0
6,male,Syria,,,7,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0
6,male,Syria,,,7,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
6,male,Syria,,,7,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,1,1,1,-1,0,0,1,0,1,0,0,0,0,0,0
6,male,Syria,,,6,,,,,,0,1,0,,,Wadi Al Sair,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
7,male,Syria,,,8,,,,,,0,1,0,,,Wadi Al Sair,1,1,1,0,0,0,0,1,-1,0,0,0,0,1,1,0,0,0,0,0
8,male,Syria,,,7,,,,,,0,1,0,,,Wadi Al Sair,1,1,1,0,0,0,0,1,-1,0,0,0,0,0,1,0,1,0,0,0
8,male,Syria,,,7,,,,,,0,1,0,,,Wadi Al Sair,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
9,male,Syria,,,5,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,0
9,male,Syria,,,13,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,0,0,1,-1,0,0,1,0,0,1,0,0,0,0,0
10,male,Syria,,,9,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,1,1,1,-1,0,1,0,1,0,1,1,1,0,0,0
11,male,Syria,,,11,,,,,,0,1,0,,,Wadi Al Sair,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
11,male,Syria,,,7,,,,,,0,1,0,,,Wadi Al Sair,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,male,Syria,,,7,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,1,0,0,0
12,male,Syria,,,7,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
12,male,Syria,,,8,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0
12,male,Syria,,,8,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,1,1,0,-1,0,1,0,1,0,0,0,0,1,0,0
12,male,Syria,,,8,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
12,male,Syria,,,6,,,,,,0,1,0,,,Wadi Al Sair,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
13,male,Syria,,,9,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
13,male,Syria,,,4,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
13,male,Syria,,,7,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0
13,male,Syria,,,7,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0
13,male,Syria,,,7,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
13,male,Syria,,,12,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,0,0,1,-1,0,1,0,0,0,0,1,0,0,0,0
14,male,Syria,,,5,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,1,1,1,-1,0,1,0,0,0,0,0,0,0,0,0
14,male,Syria,,,6,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0
,male,Syria,,,8,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0
9,female,,,,8,,,,,,0,1,0,,,Wadi Al Sair,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,male,,,,13,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,0,0,0,-1,-1,0,1,0,0,0,0,1,0,0,0
,,,,,,,,,,,0,1,0,,,Wadi Al Sair,1,0,0,0,0,0,0,1,-1,0,0,1,1,0,0,0,0,0,0,0
,,,,,,,,,,,0,1,0,,,Wadi Al Sair,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,
,female,Syria,,2014,5,3,1,,Dead,,0,1,0,,,Zarqa,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,male,Aleppo,,2016,11,6,3,,Unemployed,Unemployed,0,1,0,,,Zarqa,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0
,female,Syria,,,11,6,3,,Unemployed,Unemployed,0,1,0,,,Zarqa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,male,Rif Dimashq,Deir Atiyah,,7,,,,,,0,1,0,,,Zarqa,1,0,1,0,0,0,1,1,-1,-1,1,1,1,0,1,0,0,0,0,0
7,female,Aleppo,,2013,,4,,,,,0,1,0,,,Zarqa,1,1,0,0,0,1,1,1,-1,0,1,0,0,1,1,1,1,0,0,0
7,female,Aleppo,,,13,,,,,,0,1,0,,,Zarqa,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
11,female,Aleppo,,2013,9,,,,,,0,1,0,,,Zarqa,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
,female,Aleppo,,2011,,,,,,,0,1,0,,,Zarqa,1,0,0,0,0,0,1,0,-1,0,0,1,0,0,1,0,0,0,0,0
,female,Aleppo,,2013,7,,,,,,0,1,0,,,Zarqa,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
,female,Aleppo,,2013,12,,,,,,0,1,0,,,Zarqa,1,0,0,0,0,0,0,1,-1,0,0,0,0,1,1,0,0,0,0,0
6,male,Aleppo,,,6,,,,,,0,1,0,,,Zarqa,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
7,male,Aleppo,,2012,10,,,,,,0,1,0,,,Zarqa,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
,male,Aleppo,,2012,10,,,,,,0,1,0,,,Zarqa,1,0,0,0,0,0,1,1,-1,0,1,0,0,0,1,0,0,0,0,0
,male,Damascus,,2015,12,,,,,,0,1,0,,,Zarqa,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
7,female,Daraa,,2012,7,5,,,,,0,1,0,,,Zarqa,1,0,0,0,0,1,0,1,-1,0,0,0,0,0,1,0,1,0,0,0
7,female,Daraa,,2013,15,,,,,,0,1,0,,,Zarqa,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
9,female,Daraa,,,7,2,3,,,,0,1,0,,,Zarqa,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
,female,Daraa,,2016,5,,,,,,0,1,0,,,Zarqa,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,male,Daraa,,2012,16,,,,,,0,1,0,,,Zarqa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,male,Daraa,,2013,15,,,,,,0,1,0,,,Zarqa,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,female,Homs,,,6,2,2,,,,0,1,0,,,Zarqa,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
6,female,Homs,,2013,,4,,,,,0,1,0,,,Zarqa,1,1,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,
7,female,Homs,,2012,7,,,,,,0,1,0,,,Zarqa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,female,Homs,,2013,,,,,,,0,1,0,,,Zarqa,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,1,0,1,0,0,0
7,female,Homs,,,6,,,,,,0,1,0,,,Zarqa,1,0,1,0,0,0,1,1,-1,0,1,0,0,1,0,0,1,0,0,0
,female,Homs,,2013,9,,,,,,0,1,0,,,Zarqa,1,0,0,0,0,1,1,0,-1,0,1,1,0,0,0,0,0,0,0,0
,female,Homs,,2015,5,,,,,,0,1,0,,,Zarqa,1,0,0,0,0,0,0,1,-1,-1,1,1,0,1,1,0,0,0,0,0
