"Region","Indicator","Unit","Date","Value"
"Argentina","Urban Slum Population at mid-year","thousands","1995",9772
"Argentina","Urban Slum Population at mid-year","thousands","2000",10953
"Argentina","Urban Slum Population at mid-year","thousands","2005",9274
"Argentina","Urban Slum Population at mid-year","thousands","2007",8521
"Argentina","Urban Slum Population at mid-year","thousands","2009",7737
"Belize","Urban Population at mid-year","thousands","1990",88
"Belize","Urban Population at mid-year","thousands","1995",102
"Belize","Urban Population at mid-year","thousands","2000",117
"Belize","Urban Population at mid-year","thousands","2005",138
"Belize","Urban Population at mid-year","thousands","2007",147
"Belize","Proportion of Urban Population Living in Slum Area","Percent","2005",47.3
"Belize","Proportion of Urban Population Living in Slum Area","Percent","2007",18.7
"Belize","Urban Slum Population at mid-year","thousands","2005",65
"Belize","Urban Slum Population at mid-year","thousands","2007",28
"Bolivia","Urban Population at mid-year","thousands","1990",3706
"Bolivia","Urban Population at mid-year","thousands","1995",4444
"Bolivia","Urban Population at mid-year","thousands","2000",5143
"Bolivia","Urban Population at mid-year","thousands","2005",5896
"Bolivia","Urban Population at mid-year","thousands","2007",6205
"Bolivia","Proportion of Urban Population Living in Slum Area","Percent","1990",62.2
"Bolivia","Proportion of Urban Population Living in Slum Area","Percent","1995",58.2
"Bolivia","Proportion of Urban Population Living in Slum Area","Percent","2000",54.3
"Bolivia","Proportion of Urban Population Living in Slum Area","Percent","2005",50.4
"Bolivia","Proportion of Urban Population Living in Slum Area","Percent","2007",48.8
"Bolivia","Proportion of Urban Population Living in Slum Area","Percent","2009",47.3
"Bolivia","Urban Slum Population at mid-year","thousands","1990",2305
"Bolivia","Urban Slum Population at mid-year","thousands","1995",2590
"Bolivia","Urban Slum Population at mid-year","thousands","2000",2794
"Bolivia","Urban Slum Population at mid-year","thousands","2005",2972
"Bolivia","Urban Slum Population at mid-year","thousands","2007",3030
"Bolivia","Urban Slum Population at mid-year","thousands","2009",3080
"Brazil","Urban Population at mid-year","thousands","1990",111851
"Brazil","Urban Population at mid-year","thousands","1995",125685
"Brazil","Urban Population at mid-year","thousands","2000",141404
"Brazil","Urban Population at mid-year","thousands","2005",157369
"Brazil","Urban Population at mid-year","thousands","2007",163462
"Brazil","Proportion of Urban Population Living in Slum Area","Percent","1990",36.7
"Brazil","Proportion of Urban Population Living in Slum Area","Percent","1995",34.1
"Brazil","Proportion of Urban Population Living in Slum Area","Percent","2000",31.5
"Brazil","Proportion of Urban Population Living in Slum Area","Percent","2005",29
"Brazil","Proportion of Urban Population Living in Slum Area","Percent","2007",28
"Brazil","Proportion of Urban Population Living in Slum Area","Percent","2009",26.9
"Brazil","Urban Slum Population at mid-year","thousands","1990",40527
"Brazil","Urban Slum Population at mid-year","thousands","1995",42789
"Brazil","Urban Slum Population at mid-year","thousands","2000",44604
"Brazil","Urban Slum Population at mid-year","thousands","2005",45428
"Brazil","Urban Slum Population at mid-year","thousands","2007",45309
"Brazil","Urban Slum Population at mid-year","thousands","2009",44947
"Chile","Urban Population at mid-year","thousands","1990",10974
"Chile","Urban Population at mid-year","thousands","1995",12145
"Chile","Urban Population at mid-year","thousands","2000",13246
"Chile","Urban Population at mid-year","thousands","2005",14280
"Chile","Urban Population at mid-year","thousands","2007",14675
"Chile","Proportion of Urban Population Living in Slum Area","Percent","2005",9
"Chile","Urban Slum Population at mid-year","thousands","2005",1285
"Colombia","Urban Population at mid-year","thousands","1990",23811
"Colombia","Urban Population at mid-year","thousands","1995",26979
"Colombia","Urban Population at mid-year","thousands","2000",30043
"Colombia","Urban Population at mid-year","thousands","2005",33071
"Colombia","Urban Population at mid-year","thousands","2007",34237
"Colombia","Proportion of Urban Population Living in Slum Area","Percent","1990",31.2
"Colombia","Proportion of Urban Population Living in Slum Area","Percent","1995",26.8
"Colombia","Proportion of Urban Population Living in Slum Area","Percent","2000",22.3
"Colombia","Proportion of Urban Population Living in Slum Area","Percent","2005",17.9
"Colombia","Proportion of Urban Population Living in Slum Area","Percent","2007",16.1
"Colombia","Proportion of Urban Population Living in Slum Area","Percent","2009",14.3
"Colombia","Urban Slum Population at mid-year","thousands","1990",7077
"Colombia","Urban Slum Population at mid-year","thousands","1995",6884
"Colombia","Urban Slum Population at mid-year","thousands","2000",6404
"Colombia","Urban Slum Population at mid-year","thousands","2005",5670
"Colombia","Urban Slum Population at mid-year","thousands","2007",5306
"Colombia","Urban Slum Population at mid-year","thousands","2009",4899
"Costa Rica","Urban Population at mid-year","thousands","1990",1559
"Costa Rica","Urban Population at mid-year","thousands","1995",1939
"Costa Rica","Urban Population at mid-year","thousands","2000",2318
"Costa Rica","Urban Population at mid-year","thousands","2005",2670
"Costa Rica","Urban Population at mid-year","thousands","2007",2804
"Costa Rica","Proportion of Urban Population Living in Slum Area","Percent","2005",10.9
"Costa Rica","Urban Slum Population at mid-year","thousands","2005",291
"Dominican Republic","Urban Population at mid-year","thousands","1990",4029
"Dominican Republic","Urban Population at mid-year","thousands","1995",4630
"Dominican Republic","Urban Population at mid-year","thousands","2000",5459
"Dominican Republic","Urban Population at mid-year","thousands","2005",6322
"Dominican Republic","Urban Population at mid-year","thousands","2007",6668
"Dominican Republic","Proportion of Urban Population Living in Slum Area","Percent","1990",27.9
"Dominican Republic","Proportion of Urban Population Living in Slum Area","Percent","1995",24.4
"Dominican Republic","Proportion of Urban Population Living in Slum Area","Percent","2000",21
"Dominican Republic","Proportion of Urban Population Living in Slum Area","Percent","2005",17.6
"Dominican Republic","Proportion of Urban Population Living in Slum Area","Percent","2007",16.2
"Dominican Republic","Proportion of Urban Population Living in Slum Area","Percent","2009",14.8
"Dominican Republic","Urban Slum Population at mid-year","thousands","1990",1135
"Dominican Republic","Urban Slum Population at mid-year","thousands","1995",1143
"Dominican Republic","Urban Slum Population at mid-year","thousands","2000",1145
"Dominican Republic","Urban Slum Population at mid-year","thousands","2005",1100
"Dominican Republic","Urban Slum Population at mid-year","thousands","2007",1067
"Dominican Republic","Urban Slum Population at mid-year","thousands","2009",1024
"Ecuador","Urban Population at mid-year","thousands","1990",5659
"Ecuador","Urban Population at mid-year","thousands","1995",6583
"Ecuador","Urban Population at mid-year","thousands","2000",7420
"Ecuador","Urban Population at mid-year","thousands","2005",8308
"Ecuador","Urban Population at mid-year","thousands","2007",8670
"Ecuador","Proportion of Urban Population Living in Slum Area","Percent","2005",21.5
"Ecuador","Urban Slum Population at mid-year","thousands","2005",1786
"El Salvador","Urban Population at mid-year","thousands","1990",2516
"El Salvador","Urban Population at mid-year","thousands","1995",3039
"El Salvador","Urban Population at mid-year","thousands","2000",3618
"El Salvador","Urban Population at mid-year","thousands","2005",3985
"El Salvador","Urban Population at mid-year","thousands","2007",4138
"El Salvador","Proportion of Urban Population Living in Slum Area","Percent","2005",28.9
"El Salvador","Urban Slum Population at mid-year","thousands","2005",1079
"French Guiana","Urban Population at mid-year","thousands","1990",87
"French Guiana","Urban Population at mid-year","thousands","1995",104
"French Guiana","Urban Population at mid-year","thousands","2000",124
"French Guiana","Urban Population at mid-year","thousands","2005",145
"French Guiana","Urban Population at mid-year","thousands","2007",153
"French Guiana","Proportion of Urban Population Living in Slum Area","Percent","2005",10.5
"French Guiana","Urban Slum Population at mid-year","thousands","2005",16
"Grenada","Urban Population at mid-year","thousands","1990",31
"Grenada","Urban Population at mid-year","thousands","1995",31
"Grenada","Urban Population at mid-year","thousands","2000",31
"Grenada","Urban Population at mid-year","thousands","2005",32
"Grenada","Urban Population at mid-year","thousands","2007",32
"Grenada","Proportion of Urban Population Living in Slum Area","Percent","2005",6
"Grenada","Urban Slum Population at mid-year","thousands","2005",2
"Guadeloupe","Urban Population at mid-year","thousands","1990",385
"Guadeloupe","Urban Population at mid-year","thousands","1995",400
"Guadeloupe","Urban Population at mid-year","thousands","2000",414
"Guadeloupe","Urban Population at mid-year","thousands","2005",431
"Guadeloupe","Urban Population at mid-year","thousands","2007",437
"Guadeloupe","Proportion of Urban Population Living in Slum Area","Percent","2005",5.4
"Guadeloupe","Urban Slum Population at mid-year","thousands","2005",24
"Guatemala","Urban Population at mid-year","thousands","1990",3663
"Guatemala","Urban Population at mid-year","thousands","1995",4313
"Guatemala","Urban Population at mid-year","thousands","2000",5067
"Guatemala","Urban Population at mid-year","thousands","2005",5997
"Guatemala","Urban Population at mid-year","thousands","2007",6419
"Guatemala","Proportion of Urban Population Living in Slum Area","Percent","1990",58.6
"Guatemala","Proportion of Urban Population Living in Slum Area","Percent","1995",53.3
"Guatemala","Proportion of Urban Population Living in Slum Area","Percent","2000",48.1
"Guatemala","Proportion of Urban Population Living in Slum Area","Percent","2005",42.9
"Guatemala","Proportion of Urban Population Living in Slum Area","Percent","2007",40.8
"Guatemala","Proportion of Urban Population Living in Slum Area","Percent","2009",38.7
"Guatemala","Urban Slum Population at mid-year","thousands","1990",2146
"Guatemala","Urban Slum Population at mid-year","thousands","1995",2301
"Guatemala","Urban Slum Population at mid-year","thousands","2000",2438
"Guatemala","Urban Slum Population at mid-year","thousands","2005",2572
"Guatemala","Urban Slum Population at mid-year","thousands","2007",2619
"Guatemala","Urban Slum Population at mid-year","thousands","2009",2660
"Guyana","Urban Population at mid-year","thousands","1990",216
"Guyana","Urban Population at mid-year","thousands","1995",215
"Guyana","Urban Population at mid-year","thousands","2000",210
"Guyana","Urban Population at mid-year","thousands","2005",209
"Guyana","Urban Population at mid-year","thousands","2007",208
"Guyana","Proportion of Urban Population Living in Slum Area","Percent","2005",33.7
"Guyana","Proportion of Urban Population Living in Slum Area","Percent","2007",33.5
"Guyana","Proportion of Urban Population Living in Slum Area","Percent","2009",33.2
"Guyana","Urban Slum Population at mid-year","thousands","2005",73
"Guyana","Urban Slum Population at mid-year","thousands","2007",73
"Guyana","Urban Slum Population at mid-year","thousands","2009",72
"Haiti","Urban Population at mid-year","thousands","1990",2027
"Haiti","Urban Population at mid-year","thousands","1995",2554
"Haiti","Urban Population at mid-year","thousands","2000",3052
"Haiti","Urban Population at mid-year","thousands","2005",3974
"Haiti","Urban Population at mid-year","thousands","2007",4373
"Haiti","Proportion of Urban Population Living in Slum Area","Percent","1990",93.4
"Haiti","Proportion of Urban Population Living in Slum Area","Percent","1995",93.4
"Haiti","Proportion of Urban Population Living in Slum Area","Percent","2000",93.4
"Haiti","Proportion of Urban Population Living in Slum Area","Percent","2005",70.1
"Haiti","Proportion of Urban Population Living in Slum Area","Percent","2007",70.1
"Haiti","Proportion of Urban Population Living in Slum Area","Percent","2009",70.1
"Haiti","Urban Slum Population at mid-year","thousands","1990",1893
"Haiti","Urban Slum Population at mid-year","thousands","1995",2393
"Haiti","Urban Slum Population at mid-year","thousands","2000",2876
"Haiti","Urban Slum Population at mid-year","thousands","2005",2908
"Haiti","Urban Slum Population at mid-year","thousands","2007",3230
"Haiti","Urban Slum Population at mid-year","thousands","2009",3557
"Honduras","Urban Population at mid-year","thousands","1990",1970
"Honduras","Urban Population at mid-year","thousands","1995",2356
"Honduras","Urban Population at mid-year","thousands","2000",2748
"Honduras","Urban Population at mid-year","thousands","2005",3177
"Honduras","Urban Population at mid-year","thousands","2007",3368
"Honduras","Proportion of Urban Population Living in Slum Area","Percent","2005",34.9
"Honduras","Urban Slum Population at mid-year","thousands","2005",1170
"Jamaica","Urban Population at mid-year","thousands","1990",1171
"Jamaica","Urban Population at mid-year","thousands","1995",1258
"Jamaica","Urban Population at mid-year","thousands","2000",1342
"Jamaica","Urban Population at mid-year","thousands","2005",1413
"Jamaica","Urban Population at mid-year","thousands","2007",1439
"Jamaica","Proportion of Urban Population Living in Slum Area","Percent","2005",60.5
"Jamaica","Urban Slum Population at mid-year","thousands","2005",840
"Mexico","Urban Population at mid-year","thousands","1990",59994
"Mexico","Urban Population at mid-year","thousands","1995",67368
"Mexico","Urban Population at mid-year","thousands","2000",74524
"Mexico","Urban Population at mid-year","thousands","2005",79564
"Mexico","Urban Population at mid-year","thousands","2007",81951
"Mexico","Proportion of Urban Population Living in Slum Area","Percent","1990",23.1
"Mexico","Proportion of Urban Population Living in Slum Area","Percent","1995",21.5
"Mexico","Proportion of Urban Population Living in Slum Area","Percent","2000",19.9
"Mexico","Proportion of Urban Population Living in Slum Area","Percent","2005",14.4
"Mexico","Proportion of Urban Population Living in Slum Area","Percent","2007",14.4
"Mexico","Urban Slum Population at mid-year","thousands","1990",13760
"Mexico","Urban Slum Population at mid-year","thousands","1995",14457
"Mexico","Urban Slum Population at mid-year","thousands","2000",14800
"Mexico","Urban Slum Population at mid-year","thousands","2005",11574
"Mexico","Urban Slum Population at mid-year","thousands","2007",11906
"Nicaragua","Urban Population at mid-year","thousands","1990",2167
"Nicaragua","Urban Population at mid-year","thousands","1995",2497
"Nicaragua","Urban Population at mid-year","thousands","2000",2796
"Nicaragua","Urban Population at mid-year","thousands","2005",3055
"Nicaragua","Urban Population at mid-year","thousands","2007",3163
"Nicaragua","Proportion of Urban Population Living in Slum Area","Percent","1990",89.1
"Nicaragua","Proportion of Urban Population Living in Slum Area","Percent","1995",74.5
"Nicaragua","Proportion of Urban Population Living in Slum Area","Percent","2000",60
"Nicaragua","Proportion of Urban Population Living in Slum Area","Percent","2005",45.5
"Nicaragua","Proportion of Urban Population Living in Slum Area","Percent","2007",45.5
"Nicaragua","Urban Slum Population at mid-year","thousands","1990",1929
"Nicaragua","Urban Slum Population at mid-year","thousands","1995",1860
"Nicaragua","Urban Slum Population at mid-year","thousands","2000",1676
"Nicaragua","Urban Slum Population at mid-year","thousands","2005",1388
"Nicaragua","Urban Slum Population at mid-year","thousands","2007",1437
"Panama","Urban Population at mid-year","thousands","1990",1299
"Panama","Urban Population at mid-year","thousands","1995",1602
"Panama","Urban Population at mid-year","thousands","2000",1941
"Panama","Urban Population at mid-year","thousands","2005",2288
"Panama","Urban Population at mid-year","thousands","2007",2424
"Panama","Proportion of Urban Population Living in Slum Area","Percent","2005",23
"Panama","Urban Slum Population at mid-year","thousands","2005",526
"Paraguay","Urban Population at mid-year","thousands","1990",2068
"Paraguay","Urban Population at mid-year","thousands","1995",2502
"Paraguay","Urban Population at mid-year","thousands","2000",2960
"Paraguay","Urban Population at mid-year","thousands","2005",3453
"Paraguay","Urban Population at mid-year","thousands","2007",3658
"Paraguay","Proportion of Urban Population Living in Slum Area","Percent","2005",17.6
"Paraguay","Urban Slum Population at mid-year","thousands","2005",608
"Peru","Urban Population at mid-year","thousands","1990",14994
"Peru","Urban Population at mid-year","thousands","1995",16764
"Peru","Urban Population at mid-year","thousands","2000",18141
"Peru","Urban Population at mid-year","thousands","2005",19394
"Peru","Urban Population at mid-year","thousands","2007",19890
"Peru","Proportion of Urban Population Living in Slum Area","Percent","1990",66.4
"Peru","Proportion of Urban Population Living in Slum Area","Percent","1995",56.3
"Peru","Proportion of Urban Population Living in Slum Area","Percent","2000",46.2
"Peru","Proportion of Urban Population Living in Slum Area","Percent","2005",36.1
"Peru","Proportion of Urban Population Living in Slum Area","Percent","2007",36.1
"Peru","Urban Slum Population at mid-year","thousands","1990",9964
"Peru","Urban Slum Population at mid-year","thousands","1995",9566
"Peru","Urban Slum Population at mid-year","thousands","2000",8776
"Peru","Urban Slum Population at mid-year","thousands","2005",7540
"Peru","Urban Slum Population at mid-year","thousands","2007",7801
"Saint Lucia","Urban Population at mid-year","thousands","1990",40
"Saint Lucia","Urban Population at mid-year","thousands","1995",43
"Saint Lucia","Urban Population at mid-year","thousands","2000",43
"Saint Lucia","Urban Population at mid-year","thousands","2005",45
"Saint Lucia","Urban Population at mid-year","thousands","2007",46
"Saint Lucia","Proportion of Urban Population Living in Slum Area","Percent","2005",11.9
"Saint Lucia","Urban Slum Population at mid-year","thousands","2005",5
"Suriname","Urban Population at mid-year","thousands","1990",275
"Suriname","Urban Population at mid-year","thousands","1995",292
"Suriname","Urban Population at mid-year","thousands","2000",315
"Suriname","Urban Population at mid-year","thousands","2005",334
"Suriname","Urban Population at mid-year","thousands","2007",342
"Suriname","Proportion of Urban Population Living in Slum Area","Percent","2005",3.9
"Suriname","Urban Slum Population at mid-year","thousands","2005",13
"Trinidad and Tobago","Urban Population at mid-year","thousands","1990",104
"Trinidad and Tobago","Urban Population at mid-year","thousands","1995",122
"Trinidad and Tobago","Urban Population at mid-year","thousands","2000",141
"Trinidad and Tobago","Urban Population at mid-year","thousands","2005",162
"Trinidad and Tobago","Urban Population at mid-year","thousands","2007",171
"Trinidad and Tobago","Proportion of Urban Population Living in Slum Area","Percent","2005",24.7
"Trinidad and Tobago","Urban Slum Population at mid-year","thousands","2005",40
"Venezuela (Bolivarian Republic of)","Urban Population at mid-year","thousands","1990",16630
"Venezuela (Bolivarian Republic of)","Urban Population at mid-year","thousands","1995",19161
"Venezuela (Bolivarian Republic of)","Urban Population at mid-year","thousands","2000",21891
"Venezuela (Bolivarian Republic of)","Urban Population at mid-year","thousands","2005",24675
"Venezuela (Bolivarian Republic of)","Urban Population at mid-year","thousands","2007",25749
"Venezuela (Bolivarian Republic of)","Proportion of Urban Population Living in Slum Area","Percent","2005",32
"Venezuela (Bolivarian Republic of)","Urban Slum Population at mid-year","thousands","2005",7861
"Developing Regions","Urban Population at mid-year","thousands","1990",1406473
"Developing Regions","Urban Population at mid-year","thousands","1995",1658909
"Developing Regions","Urban Population at mid-year","thousands","2000",1930248
"Developing Regions","Urban Population at mid-year","thousands","2005",2228145
"Developing Regions","Urban Population at mid-year","thousands","2007",2341589
"Developing Regions","Urban Population at mid-year","thousands","2010",2514583
"Developing Regions","Urban Population at mid-year","thousands","2012",2634197
"Developing Regions","Proportion of Urban Population Living in Slum Area","Percent","1990",46.2
"Developing Regions","Proportion of Urban Population Living in Slum Area","Percent","1995",42.9
"Developing Regions","Proportion of Urban Population Living in Slum Area","Percent","2000",39.4
"Developing Regions","Proportion of Urban Population Living in Slum Area","Percent","2005",35.6
"Developing Regions","Proportion of Urban Population Living in Slum Area","Percent","2007",34.3
"Developing Regions","Proportion of Urban Population Living in Slum Area","Percent","2010",32.6
"Developing Regions","Proportion of Urban Population Living in Slum Area","Percent","2012",32.7
"Developing Regions","Urban Slum Population at mid-year","thousands","1990",650444
"Developing Regions","Urban Slum Population at mid-year","thousands","1995",711832
"Developing Regions","Urban Slum Population at mid-year","thousands","2000",759915
"Developing Regions","Urban Slum Population at mid-year","thousands","2005",793723
"Developing Regions","Urban Slum Population at mid-year","thousands","2007",803280
"Developing Regions","Urban Slum Population at mid-year","thousands","2010",819969
"Developing Regions","Urban Slum Population at mid-year","thousands","2012",862569
"Developing Regions","Proportion of Urban Population","Percent","1990",34.5
"Developing Regions","Proportion of Urban Population","Percent","1995",37.2
"Developing Regions","Proportion of Urban Population","Percent","2000",39.9
"Developing Regions","Proportion of Urban Population","Percent","2005",42.7
"Developing Regions","Proportion of Urban Population","Percent","2007",43.7
"Developing Regions","Proportion of Urban Population","Percent","2010",45
"Developing Regions","Proportion of Urban Population","Percent","2012",45.9
"Northern Africa","Urban Population at mid-year","thousands","1990",58552
"Northern Africa","Urban Population at mid-year","thousands","1995",66491
"Northern Africa","Urban Population at mid-year","thousands","2000",73996
"Northern Africa","Urban Population at mid-year","thousands","2005",82209
"Northern Africa","Urban Population at mid-year","thousands","2007",85843
"Northern Africa","Urban Population at mid-year","thousands","2010",91590
"Northern Africa","Urban Population at mid-year","thousands","2012",95602
"Northern Africa","Proportion of Urban Population Living in Slum Area","Percent","1990",34.4
"Northern Africa","Proportion of Urban Population Living in Slum Area","Percent","1995",28.3
"Northern Africa","Proportion of Urban Population Living in Slum Area","Percent","2000",20.3
"Northern Africa","Proportion of Urban Population Living in Slum Area","Percent","2005",13.4
"Northern Africa","Proportion of Urban Population Living in Slum Area","Percent","2007",13.4
"Northern Africa","Proportion of Urban Population Living in Slum Area","Percent","2010",13.3
"Northern Africa","Proportion of Urban Population Living in Slum Area","Percent","2012",13.3
"Northern Africa","Urban Slum Population at mid-year","thousands","1990",20126
"Northern Africa","Urban Slum Population at mid-year","thousands","1995",18798
"Northern Africa","Urban Slum Population at mid-year","thousands","2000",15054
"Northern Africa","Urban Slum Population at mid-year","thousands","2005",10984
"Northern Africa","Urban Slum Population at mid-year","thousands","2007",11463
"Northern Africa","Urban Slum Population at mid-year","thousands","2010",12226
"Northern Africa","Urban Slum Population at mid-year","thousands","2012",12762
"Northern Africa","Proportion of Urban Population","Percent","1990",48.5
"Northern Africa","Proportion of Urban Population","Percent","1995",50
"Northern Africa","Proportion of Urban Population","Percent","2000",51.2
"Northern Africa","Proportion of Urban Population","Percent","2005",52.4
"Northern Africa","Proportion of Urban Population","Percent","2007",53
"Northern Africa","Proportion of Urban Population","Percent","2010",54
"Northern Africa","Proportion of Urban Population","Percent","2012",54.6
"Sub-Saharan Africa","Urban Population at mid-year","thousands","1990",146640
"Sub-Saharan Africa","Urban Population at mid-year","thousands","1995",181532
"Sub-Saharan Africa","Urban Population at mid-year","thousands","2000",220535
"Sub-Saharan Africa","Urban Population at mid-year","thousands","2005",266848
"Sub-Saharan Africa","Urban Population at mid-year","thousands","2007",287548
"Sub-Saharan Africa","Urban Population at mid-year","thousands","2010",321300
"Sub-Saharan Africa","Urban Population at mid-year","thousands","2012",345564
"Sub-Saharan Africa","Proportion of Urban Population Living in Slum Area","Percent","1990",70
"Sub-Saharan Africa","Proportion of Urban Population Living in Slum Area","Percent","1995",67.6
"Sub-Saharan Africa","Proportion of Urban Population Living in Slum Area","Percent","2000",65
"Sub-Saharan Africa","Proportion of Urban Population Living in Slum Area","Percent","2005",63
"Sub-Saharan Africa","Proportion of Urban Population Living in Slum Area","Percent","2007",62.4
"Sub-Saharan Africa","Proportion of Urban Population Living in Slum Area","Percent","2010",61.7
"Sub-Saharan Africa","Proportion of Urban Population Living in Slum Area","Percent","2012",61.7
"Sub-Saharan Africa","Urban Slum Population at mid-year","thousands","1990",102641
"Sub-Saharan Africa","Urban Slum Population at mid-year","thousands","1995",122635
"Sub-Saharan Africa","Urban Slum Population at mid-year","thousands","2000",143255
"Sub-Saharan Africa","Urban Slum Population at mid-year","thousands","2005",168005
"Sub-Saharan Africa","Urban Slum Population at mid-year","thousands","2007",179538
"Sub-Saharan Africa","Urban Slum Population at mid-year","thousands","2010",198168
"Sub-Saharan Africa","Urban Slum Population at mid-year","thousands","2012",213134
"Sub-Saharan Africa","Proportion of Urban Population","Percent","1990",28.3
"Sub-Saharan Africa","Proportion of Urban Population","Percent","1995",30.6
"Sub-Saharan Africa","Proportion of Urban Population","Percent","2000",32.7
"Sub-Saharan Africa","Proportion of Urban Population","Percent","2005",34.9
"Sub-Saharan Africa","Proportion of Urban Population","Percent","2007",35.8
"Sub-Saharan Africa","Proportion of Urban Population","Percent","2010",37.2
"Sub-Saharan Africa","Proportion of Urban Population","Percent","2012",38.2
"Eastern Asia","Urban Population at mid-year","thousands","1990",352808
"Eastern Asia","Urban Population at mid-year","thousands","1995",429924
"Eastern Asia","Urban Population at mid-year","thousands","2000",512043
"Eastern Asia","Urban Population at mid-year","thousands","2005",619535
"Eastern Asia","Urban Population at mid-year","thousands","2007",652715
"Eastern Asia","Urban Population at mid-year","thousands","2010",699813
"Eastern Asia","Urban Population at mid-year","thousands","2012",731647
"Eastern Asia","Proportion of Urban Population Living in Slum Area","Percent","1990",43.7
"Eastern Asia","Proportion of Urban Population Living in Slum Area","Percent","1995",40.6
"Eastern Asia","Proportion of Urban Population Living in Slum Area","Percent","2000",37.4
"Eastern Asia","Proportion of Urban Population Living in Slum Area","Percent","2005",33
"Eastern Asia","Proportion of Urban Population Living in Slum Area","Percent","2007",31.1
"Eastern Asia","Proportion of Urban Population Living in Slum Area","Percent","2010",28.2
"Eastern Asia","Proportion of Urban Population Living in Slum Area","Percent","2012",28.2
"Eastern Asia","Urban Slum Population at mid-year","thousands","1990",154175
"Eastern Asia","Urban Slum Population at mid-year","thousands","1995",174363
"Eastern Asia","Urban Slum Population at mid-year","thousands","2000",191563
"Eastern Asia","Urban Slum Population at mid-year","thousands","2005",204253
"Eastern Asia","Urban Slum Population at mid-year","thousands","2007",202809
"Eastern Asia","Urban Slum Population at mid-year","thousands","2010",197529
"Eastern Asia","Urban Slum Population at mid-year","thousands","2012",206515
"Eastern Asia","Proportion of Urban Population","Percent","1990",29.1
"Eastern Asia","Proportion of Urban Population","Percent","1995",33.4
"Eastern Asia","Proportion of Urban Population","Percent","2000",38
"Eastern Asia","Proportion of Urban Population","Percent","2005",44.5
"Eastern Asia","Proportion of Urban Population","Percent","2007",46.3
"Eastern Asia","Proportion of Urban Population","Percent","2010",48.7
"Eastern Asia","Proportion of Urban Population","Percent","2012",50.3
"Southern Asia","Urban Population at mid-year","thousands","1990",317857
"Southern Asia","Urban Population at mid-year","thousands","1995",369356
"Southern Asia","Urban Population at mid-year","thousands","2000",424294
"Southern Asia","Urban Population at mid-year","thousands","2005",481719
"Southern Asia","Urban Population at mid-year","thousands","2007",506248
"Southern Asia","Urban Population at mid-year","thousands","2010",545479
"Southern Asia","Urban Population at mid-year","thousands","2012",573698
"Southern Asia","Proportion of Urban Population Living in Slum Area","Percent","1990",57.2
"Southern Asia","Proportion of Urban Population Living in Slum Area","Percent","1995",51.6
"Southern Asia","Proportion of Urban Population Living in Slum Area","Percent","2000",45.8
"Southern Asia","Proportion of Urban Population Living in Slum Area","Percent","2005",40
"Southern Asia","Proportion of Urban Population Living in Slum Area","Percent","2007",38
"Southern Asia","Proportion of Urban Population Living in Slum Area","Percent","2010",35
"Southern Asia","Proportion of Urban Population Living in Slum Area","Percent","2012",35
"Southern Asia","Urban Slum Population at mid-year","thousands","1990",181667
"Southern Asia","Urban Slum Population at mid-year","thousands","1995",190758
"Southern Asia","Urban Slum Population at mid-year","thousands","2000",194364
"Southern Asia","Urban Slum Population at mid-year","thousands","2005",192842
"Southern Asia","Urban Slum Population at mid-year","thousands","2007",192325
"Southern Asia","Urban Slum Population at mid-year","thousands","2010",190647
"Southern Asia","Urban Slum Population at mid-year","thousands","2012",200510
"Southern Asia","Proportion of Urban Population","Percent","1990",26.5
"Southern Asia","Proportion of Urban Population","Percent","1995",27.7
"Southern Asia","Proportion of Urban Population","Percent","2000",29
"Southern Asia","Proportion of Urban Population","Percent","2005",30.2
"Southern Asia","Proportion of Urban Population","Percent","2007",30.8
"Southern Asia","Proportion of Urban Population","Percent","2010",31.7
"Southern Asia","Proportion of Urban Population","Percent","2012",32.4
"South-eastern Asia","Urban Population at mid-year","thousands","1990",138996
"South-eastern Asia","Urban Population at mid-year","thousands","1995",165445
"South-eastern Asia","Urban Population at mid-year","thousands","2000",197360
"South-eastern Asia","Urban Population at mid-year","thousands","2005",220814
"South-eastern Asia","Urban Population at mid-year","thousands","2007",230851
"South-eastern Asia","Urban Population at mid-year","thousands","2010",246701
"South-eastern Asia","Urban Population at mid-year","thousands","2012",257677
"South-eastern Asia","Proportion of Urban Population Living in Slum Area","Percent","1990",49.5
"South-eastern Asia","Proportion of Urban Population Living in Slum Area","Percent","1995",44.8
"South-eastern Asia","Proportion of Urban Population Living in Slum Area","Percent","2000",39.6
"South-eastern Asia","Proportion of Urban Population Living in Slum Area","Percent","2005",34.2
"South-eastern Asia","Proportion of Urban Population Living in Slum Area","Percent","2007",31.9
"South-eastern Asia","Proportion of Urban Population Living in Slum Area","Percent","2010",31
"South-eastern Asia","Proportion of Urban Population Living in Slum Area","Percent","2012",31
"South-eastern Asia","Urban Slum Population at mid-year","thousands","1990",68852
"South-eastern Asia","Urban Slum Population at mid-year","thousands","1995",74049
"South-eastern Asia","Urban Slum Population at mid-year","thousands","2000",78246
"South-eastern Asia","Urban Slum Population at mid-year","thousands","2005",75443
"South-eastern Asia","Urban Slum Population at mid-year","thousands","2007",73744
"South-eastern Asia","Urban Slum Population at mid-year","thousands","2010",76540
"South-eastern Asia","Urban Slum Population at mid-year","thousands","2012",79945
